6101,1,11+(11-1)*((1+1+1)!!-111),11+(11-1)*((1+1+1)!!-111)
6101,2,2+(2+2)!*(2+(22+√(2^-2))^2)/2,2+f{(2+2)!*(2+(22+s{2^{-2}})^2)}2
6101,3,3^3+(3!+3!!)/3+(3*3!)^3,3^3+f{3!+3!!}3+(3*3!)^3
6101,4,√4+4!*(4^4+√√√√(4^-4!)-√4),s4+4!*(4^4+s{s{s{s{4^{-4!}}}}}-s4)
6101,5,5+(5!+5!+(5+5)!/5!)/5,5+f{5!+5!+f{(5+5)!}{5!}}5
6101,6,6+(6^6-6!-6!-6)/6-6!-6!,6+f{6^6-6!-6!-6}6-6!-6!
6101,7,(√7^7-√7-√7)/√7+7!/7+7!,f{s7^7-s7-s7}{s7}+f{7!}7+7!
6101,8,√((8+8!)/8)+(88/8)!/8!+8!/8,s{f{8+8!}8}+f{(f{88}8)!}{8!}+f{8!}8
6101,9,9*(√9)!+((√9+9)*9!-(√9)!!)/(√9)!!,9*(s9)!+f{(s9+9)*9!-(s9)!!}{(s9)!!}
6102,1,1+1+((1+1+1)!-1)*(11*111-1),1+1+((1+1+1)!-1)*(11*111-1)
6102,2,(22/2-2)*(2+(2+(2^2)!)^2),(f{22}2-2)*(2+(2+(2^2)!)^2)
6102,3,(3+3!)*(3!!-3!*3!-3!),(3+3!)*(3!!-3!*3!-3!)
6102,4,√4+4+4!*(4^4-√4),s4+4+4!*(4^4-s4)
6102,5,55+((5+5)!/5!-5)/5,55+f{f{(5+5)!}{5!}-5}5
6102,6,6+(6^6-6!-6!)/6-6!-6!,6+f{6^6-6!-6!}6-6!-6!
6102,7,(√7^7-√7)/√7+7!/7+7!,f{s7^7-s7}{s7}+f{7!}7+7!
6102,8,√(8+8)+(√√(√(8+8)+88)^8+8!)/8,s{8+8}+f{s{s{s{8+8}+88}}^8+8!}8
6102,9,9*((√9)!!-(√9)!*(√9)!-(√9)!),9*((s9)!!-(s9)!*(s9)!-(s9)!)
6103,1,(11+(1+1+1)!)*((1+1+1)!!/(1+1)-1),(11+(1+1+1)!)*(f{(1+1+1)!!}{1+1}-1)
6103,2,2*((2+2+2)!-2)*(2+2+2^-2),2*((2+2+2)!-2)*(2+2+2^{-2})
6103,3,(3!!-3+33^3)/3!-3!,f{3!!-3+33^3}{3!}-3!
6103,4,4+4!*(4^4+√√√√(4^-4!)-√4),4+4!*(4^4+s{s{s{s{4^{-4!}}}}}-s4)
6103,5,55+(5+5)!/5!/5,55+f{f{(5+5)!}{5!}}5
6103,6,√(6/6+6)^6+6!+(6/6+6)!,s{f66+6}^6+6!+(f66+6)!
6103,7,7*7*7+7!/7+7!,7*7*7+f{7!}7+7!
6103,8,(8!+√((8-8/8)^8))/(8-8/8),f{8!+s{(8-f88)^8}}{8-f88}
6103,9,(9-√9/(√9)!)*((√9)!!-(√9)!/√9),(9-f{s9}{(s9)!})*((s9)!!-f{(s9)!}{s9})
6104,1,((1+1+1)!-1)*11*111-1,((1+1+1)!-1)*11*111-1
6104,2,(2+2+(2^2)!)*(222-2-2),(2+2+(2^2)!)*(222-2-2)
6104,3,(3+3!!+33^3)/3!-3!,f{3+3!!+33^3}{3!}-3!
6104,4,4+4+4!*(4^4-√4),4+4+4!*(4^4-s4)
6104,5,55+(5+(5+5)!/5!)/5,55+f{5+f{(5+5)!}{5!}}5
6104,6,(6!-66)*(6+6!/√(6^6)),(6!-66)*(6+f{6!}{s{6^6}})
6104,7,7*7*7+(7+7!)/7+7!,7*7*7+f{7+7!}7+7!
6104,8,(√(8+8))!+8*(8*(8+88)-8),(s{8+8})!+8*(8*(8+88)-8)
6104,9,9!/(√9)!!+(√9)!!*9!/(√9)!^(√9)!,f{9!}{(s9)!!}+f{(s9)!!*9!}{(s9)!^{(s9)!}}
6105,1,((1+1+1)!-1)*11*111,((1+1+1)!-1)*11*111
6105,2,22/2*222*(2+√(2^-2)),f{22}2*222*(2+s{2^{-2}})
6105,3,3+(3+3!)*(3!!-3!*3!-3!),3+(3+3!)*(3!!-3!*3!-3!)
6105,4,4!*(√√(4^4!)-4!-√4)/4/4,f{f{4!*(s{s{4^{4!}}}-4!-s4)}4}4
6105,5,55/5*555,f{55}5*555
6105,6,6*(6!+6!/√((6+6)^6)/(6!-6)),6*(6!+f{6!}{f{s{(6+6)^6}}{6!-6}})
6105,7,7*7*7+(7+7+7!)/7+7!,7*7*7+f{7+7+7!}7+7!
6105,8,√(8+8!)*(√8+√8-√√√√(8^-8))+8!/8,s{8+8!}*(s8+s8-s{s{s{s{8^{-8}}}}})+f{8!}8
6105,9,√9+9*((√9)!!-(√9)!*(√9)!-(√9)!),s9+9*((s9)!!-(s9)!*(s9)!-(s9)!)
6106,1,1+((1+1+1)!-1)*11*111,1+((1+1+1)!-1)*11*111
6106,2,22+((2+2/2)*(2+(2^2)!))^2,22+((2+f22)*(2+(2^2)!))^2
6106,3,(3!!-3+33^3)/3!-3,f{3!!-3+33^3}{3!}-3
6106,4,√4+4+4+4!*(4^4-√4),s4+4+4+4!*(4^4-s4)
6106,5,5^5-5!-5!/5+5^5,5^5-5!-f{5!}5+5^5
6106,6,6+6*(6!+√((√6!-√6!/6)^6)/√6!)-6!,6+6*(6!+f{s{(s{6!}-f{s{6!}}6)^6}}{s{6!}})-6!
6106,7,7!/(7+7)-7-7+7!/7+7!,f{7!}{7+7}-7-7+f{7!}7+7!
6106,8,√((8+8!)/8)*(88-√√(8+8)),s{f{8+8!}8}*(88-s{s{8+8}})
6106,9,((√9)!!/9-9)*((√9)!+(√9)!!/9),(f{(s9)!!}9-9)*((s9)!+f{(s9)!!}9)
6107,1,1+1+((1+1+1)!-1)*11*111,1+1+((1+1+1)!-1)*11*111
6107,2,22/2+(2^2)!*(2^(2*2^2)-2),f{22}2+(2^2)!*(2^{2*2^2}-2)
6107,3,(3+3!!+33^3)/3!-3,f{3+3!!+33^3}{3!}-3
6107,4,(4!-√4)/√4+4!*(4^4-√4),f{4!-s4}{s4}+4!*(4^4-s4)
6107,5,5+55+((5+5)!/5!-5)/5,5+55+f{f{(5+5)!}{5!}-5}5
6107,6,(√((√√√6+√√√6)^(6!/6/6))-√√6)/√√6-6*6,f{s{(s{s{s6}}+s{s{s6}})^{f{f{6!}6}6}}-s{s6}}{s{s6}}-6*6
6107,7,(7+7)*77-77/7+7!,(7+7)*77-f{77}7+7!
6107,8,(√8+√(8+8!)*(88-√√(8+8)))/√8,f{s8+s{8+8!}*(88-s{s{8+8}})}{s8}
6107,9,√9+9!/(√9)!!+(√9)!!*9!/(√9)!^(√9)!,s9+f{9!}{(s9)!!}+f{(s9)!!*9!}{(s9)!^{(s9)!}}
6108,1,(1+1+1)*((1+1)^11-11-1),(1+1+1)*((1+1)^{11}-11-1)
6108,2,√(2+2^-2)*(√(2^(2+2)!)-(2+2)!),s{2+2^{-2}}*(s{2^{(2+2)!}}-(2+2)!)
6108,3,(3!+3!)*(3!+((3+3!)!-3!!)/3!!),(3!+3!)*(3!+f{(3+3!)!-3!!}{3!!})
6108,4,4!/√4+4!*(4^4-√4),f{4!}{s4}+4!*(4^4-s4)
6108,5,5+55+(5+5)!/5!/5,5+55+f{f{(5+5)!}{5!}}5
6108,6,(6+6)*(6-6/6+6!-√6^6),(6+6)*(6-f66+6!-s6^6)
6108,7,77*(7+77)-7!/(7+7),77*(7+77)-f{7!}{7+7}
6108,8,(√(8+8)+8)*(√8^8-(√(8+8))!)/8,(s{8+8}+8)*f{s8^8-(s{8+8})!}8
6108,9,(√9+9)*((√9)!+(9!-(√9)!!)/(√9)!!),(s9+9)*((s9)!+f{9!-(s9)!!}{(s9)!!})
6109,1,(11*1111-1)/(1+1)-1,f{11*1111-1}{1+1}-1
6109,2,√(2+2^-2)*(√(2^(2+2)!)-22)-2,s{2+2^{-2}}*(s{2^{(2+2)!}}-22)-2
6109,3,(3!!-3+33^3)/3!,f{3!!-3+33^3}{3!}
6109,4,(√4+4!)/√4+4!*(4^4-√4),f{s4+4!}{s4}+4!*(4^4-s4)
6109,5,5+55+(5+(5+5)!/5!)/5,5+55+f{5+f{(5+5)!}{5!}}5
6109,6,6+√(6/6+6)^6+6!+(6/6+6)!,6+s{f66+6}^6+6!+(f66+6)!
6109,7,7+(√7^7-√7)/√7+7!/7+7!,7+f{s7^7-s7}{s7}+f{7!}7+7!
6109,8,√(8*(8+8!))+(√8^8-88+8!)/8,s{8*(8+8!)}+f{s8^8-88+8!}8
6109,9,√9+((√9)!!/9-9)*((√9)!+(√9)!!/9),s9+(f{(s9)!!}9-9)*((s9)!+f{(s9)!!}9)
6110,1,(11*1111-1)/(1+1),f{11*1111-1}{1+1}
6110,2,2+√(2+2^-2)*(√(2^(2+2)!)-(2+2)!),2+s{2+2^{-2}}*(s{2^{(2+2)!}}-(2+2)!)
6110,3,(3+3!!+33^3)/3!,f{3+3!!+33^3}{3!}
6110,4,4^4*(4!-√√√√(4^-4!))-√4,4^4*(4!-s{s{s{s{4^{-4!}}}}})-s4
6110,5,5+55/5*555,5+f{55}5*555
6110,6,6+(6!-66)*(6+6!/√(6^6)),6+(6!-66)*(6+f{6!}{s{6^6}})
6110,7,7+7*7*7+7!/7+7!,7+7*7*7+f{7!}7+7!
6110,8,(88/8)!/8!+8!/(8-√√√(8^-8)),f{(f{88}8)!}{8!}+f{8!}{8-s{s{s{8^{-8}}}}}
6110,9,(9-√9/9)*((√9)!!-(√9)!-9),(9-f{s9}9)*((s9)!!-(s9)!-9)
6111,1,(1+1+1)*((1+1)^11-11),(1+1+1)*((1+1)^{11}-11)
6111,2,√(2+2^-2)*(√(2^(2+2)!)-22),s{2+2^{-2}}*(s{2^{(2+2)!}}-22)
6111,3,3*(3*3!!-3!!/3!-3),3*(3*3!!-f{3!!}{3!}-3)
6111,4,(4^4-4)*(4!+√√(4^-4)),(4^4-4)*(4!+s{s{4^{-4}}})
6111,5,5+5^5-5!-5!/5+5^5,5+5^5-5!-f{5!}5+5^5
6111,6,6*(√6!*(6!/√(√(√6!+√6!)^6))^6+6),6*(s{6!}*(f{6!}{s{s{s{6!}+s{6!}}^6}})^6+6)
6111,7,(7+7)*77-7+7!,(7+7)*77-7+7!
6111,8,8!/√(8+8)-√√(√((8+8!)/8)-8)^8,f{8!}{s{8+8}}-s{s{s{f{8+8!}8}-8}}^8
6111,9,(√9)!!*(9-√9/(√9)!)-9,(s9)!!*(9-f{s9}{(s9)!})-9
6112,1,1+(1+1+1)*((1+1)^11-11),1+(1+1+1)*((1+1)^{11}-11)
6112,2,2*2*2*(2*22+(2+2/2)!!),2*2*2*(2*22+(2+f22)!!)
6112,3,3+(3!!-3+33^3)/3!,3+f{3!!-3+33^3}{3!}
6112,4,4^4*(4!-√√√√(4^-4!)),4^4*(4!-s{s{s{s{4^{-4!}}}}})
6112,5,5!-55+((5+5)!/5!-5)/5,5!-55+f{f{(5+5)!}{5!}-5}5
6112,6,(6+6+6!)*(6+6!/√(6^6))-6!,(6+6+6!)*(6+f{6!}{s{6^6}})-6!
6112,7,7/7+(7+7)*77-7+7!,f77+(7+7)*77-7+7!
6112,8,√(8+8)*((√(8+8))!*√√8^8-8),s{8+8}*((s{8+8})!*s{s8}^8-8)
6112,9,√9/√9+(√9)!!*(9-√9/(√9)!)-9,f{s9}{s9}+(s9)!!*(9-f{s9}{(s9)!})-9
6113,1,1+1+(1+1+1)*((1+1)^11-11),1+1+(1+1+1)*((1+1)^{11}-11)
6113,2,2+√(2+2^-2)*(√(2^(2+2)!)-22),2+s{2+2^{-2}}*(s{2^{(2+2)!}}-22)
6113,3,3+(3+3!!+33^3)/3!,3+f{3+3!!+33^3}{3!}
6113,4,√4+(4^4-4)*(4!+√√(4^-4)),s4+(4^4-4)*(4!+s{s{4^{-4}}})
6113,5,5!-55+(5+5)!/5!/5,5!-55+f{f{(5+5)!}{5!}}5
6113,6,66-6/6+(6+6)*(6!-√6^6),66-f66+(6+6)*(6!-s6^6)
6113,7,7!/(7+7)-7+7!/7+7!,f{7!}{7+7}-7+f{7!}7+7!
6113,8,√√(√((8+8!)/8)+8)^8-(8+8)*8,s{s{s{f{8+8!}8}+8}}^8-(8+8)*8
6113,9,(√9)!/√9+(√9)!!*(9-√9/(√9)!)-9,f{(s9)!}{s9}+(s9)!!*(9-f{s9}{(s9)!})-9
6114,1,(1+1+1)*(1+(1+1)^11-11),(1+1+1)*(1+(1+1)^{11}-11)
6114,2,22*(2+(2+2)!!/22!/2)-2,22*(2+f{f{(2+2)!!}{22!}}2)-2
6114,3,3*(3*3!!-3!!/3!)-3!,3*(3*3!!-f{3!!}{3!})-3!
6114,4,√4+4^4*(4!-√√√√(4^-4!)),s4+4^4*(4!-s{s{s{s{4^{-4!}}}}})
6114,5,(5+5/5)*((5-5/5)^5-5),(5+f55)*((5-f55)^5-5)
6114,6,66+(6+6)*(6!-√6^6),66+(6+6)*(6!-s6^6)
6114,7,7*7*7+(77+7!)/7+7!,7*7*7+f{77+7!}7+7!
6114,8,8+√((8+8!)/8)*(88-√√(8+8)),8+s{f{8+8!}8}*(88-s{s{8+8}})
6114,9,(√9)!!*(9-√9/(√9)!)-(√9)!,(s9)!!*(9-f{s9}{(s9)!})-(s9)!
6115,1,11*(1+1111)/(1+1)-1,11*f{1+1111}{1+1}-1
6115,2,2+2+√(2+2^-2)*(√(2^(2+2)!)-22),2+2+s{2+2^{-2}}*(s{2^{(2+2)!}}-22)
6115,3,3!+(3!!-3+33^3)/3!,3!+f{3!!-3+33^3}{3!}
6115,4,4+(4^4-4)*(4!+√√(4^-4)),4+(4^4-4)*(4!+s{s{4^{-4}}})
6115,5,5!-5+5*5*(5!+5!),5!-5+5*5*(5!+5!)
6115,6,(6-6/6)*(6!-√6^6-6/6+6!),(6-f66)*(6!-s6^6-f66+6!)
6115,7,7+77*(7+77)-7!/(7+7),7+77*(7+77)-f{7!}{7+7}
6115,8,8+(√8+√(8+8!)*(88-√√(8+8)))/√8,8+f{s8+s{8+8!}*(88-s{s{8+8}})}{s8}
6115,9,((√9)!/√9+√9)*((9!-(√9)!!)/(√9)!!+(√9)!!),(f{(s9)!}{s9}+s9)*(f{9!-(s9)!!}{(s9)!!}+(s9)!!)
