8701,1,11*(√(1+(1+(1+1+1)!)!)+(1+1+1)!!),11*(s{1+(1+(1+1+1)!)!}+(1+1+1)!!)
8701,2,2*(2+√√2^(2^2)!)^2-22/2,2*(2+s{s2}^{(2^2)!})^2-f{22}2
8701,3,3/3+3!+3!*(3!!+3^3!),f33+3!+3!*(3!!+3^{3!})
8701,4,√(((4+4!)!+4!!)/4!!)+√(√√(4!-4)^4!),s{f{(4+4!)!+4!!}{4!!}}+s{s{s{4!-4}}^{4!}}
8701,5,5/5+(5+55)*(5*5+5!),f55+(5+55)*(5*5+5!)
8701,6,6!-6+(√6+√(√(6+6!)^6))/√6,6!-6+f{s6+s{s{6+6!}^6}}{s6}
8701,7,77*((7-(7+7)/7)!-7),77*((7-f{7+7}7)!-7)
8701,8,(√√((8+√√((8+8)^8))^8)-88)/8,f{s{s{(8+s{s{(8+8)^8}})^8}}-88}8
8701,9,√9+(√9)!*(9+(√9)!!+(√9)!!+(√9)!/9),s9+(s9)!*(9+(s9)!!+(s9)!!+f{(s9)!}9)
8702,1,1+11*(√(1+(1+(1+1+1)!)!)+(1+1+1)!!),1+11*(s{1+(1+(1+1+1)!)!}+(1+1+1)!!)
8702,2,√(2^22)*(2+2+2^-2)-2,s{2^{22}}*(2+2+2^{-2})-2
8702,3,3!!-3*3!+(3!/√3!!)^-3!,3!!-3*3!+(f{3!}{s{3!!}})^{-3!}
8702,4,√4*(4^4+√√4^4!)-√4,s4*(4^4+s{s4}^{4!})-s4
8702,5,(5+5)/5+(5+55)*(5*5+5!),f{5+5}5+(5+55)*(5*5+5!)
8702,6,6!-6-6-6+(6/√6!)^-6,6!-6-6-6+(f6{s{6!}})^{-6}
8702,7,7/7+77*((7-(7+7)/7)!-7),f77+77*((7-f{7+7}7)!-7)
8702,8,√8^8-√√(8+8)+8*√√(√(8+8))!^8,s8^8-s{s{8+8}}+8*s{s{(s{8+8})!}}^8
